ELI,title,summary
DU/2023/25,Obwieszczenie Ministra Infrastruktury z dnia 1 grudnia 2022 r. w sprawie ogłoszenia jednolitego tekstu rozporządzenia Ministra Infrastruktury w sprawie klasyfikacji statków powietrznych,"Akt prawny określa klasyfikację statków powietrznych w oparciu o ich charakterystykę, przeznaczenie i wymagania techniczne. Wprowadza podział na klasy, kategorie i podkategorie z uwzględnieniem ograniczeń dotyczących masy, prędkości i liczby miejsc. Ustala również szczegółowe warunki i wymagania dotyczące używania statków powietrznych danej kategorii. Ponadto, akt prawny reguluje kwestię wpisów do rejestru i ewidencji statków powietrznych, a także określa daty wejścia w życie i utraty mocy poprzednich przepisów w tej materii. 
"
DU/2023/26,Rozporządzenie Ministra Klimatu i Środowiska z dnia 1 grudnia 2022 r. w sprawie specjalnego obszaru ochrony siedlisk Torfowisko Poradz (PLH320065),"Rozporządzenie wyznacza specjalny obszar ochrony siedlisk ""Torfowisko Poradz"" o powierzchni 567,53 ha w województwie zachodniopomorskim. Celem obszaru jest ochrona i odtworzenie siedlisk przyrodniczych. Objęte ochroną siedliska to: naturalne, dystroficzne zbiorniki wodne, torfowiska wysokie z roślinnością torfotwórczą, zdegradowane torfowiska wysokie zdolne do regeneracji, torfowiska przejściowe i trzęsawiska oraz bory i lasy bagienne. 
"
DU/2023/38,Rozporządzenie Ministra Zdrowia z dnia 5 stycznia 2023 r. zmieniające rozporządzenie w sprawie świadczeń gwarantowanych z zakresu podstawowej opieki zdrowotnej,"Rozporządzenie dodaje do świadczeń gwarantowanych z zakresu podstawowej opieki zdrowotnej test antygenowy w kierunku SARS-CoV-2/grypy A+B/RSV. Zmiana wchodzi w życie z dniem następującym po dniu ogłoszenia. 
"
DU/2023/39,Rozporządzenie Ministra Klimatu i Środowiska z dnia 1 grudnia 2022 r. w sprawie specjalnego obszaru ochrony siedlisk Lasy Bierzwnickie (PLH320044),"Rozporządzenie wyznacza specjalny obszar ochrony siedlisk ""Lasy Bierzwnickie"" o powierzchni 8792,30 ha położony w województwach zachodniopomorskim i lubuskim. Celem jest ochrona siedlisk przyrodniczych i populacji zagrożonych gatunków zwierząt, m.in. twardowodnych zbiorników, łąk trzęślicowych, kwaśnych buczyn, jelonka rogacza, kumaka nizinnego i żółwia błotnego. Rozporządzenie precyzuje przedmiot ochrony, który obejmuje 13 typów siedlisk przyrodniczych i 10 gatunków zwierząt. 
"
DU/2023/40,Obwieszczenie Marszałka Sejmu Rzeczypospolitej Polskiej z dnia 4 listopada 2022 r. w sprawie ogłoszenia jednolitego tekstu ustawy o samorządzie gminnym,"Obwieszczenie Marszałka Sejmu o jednolitej treści ustawy o samorządzie gminnym. Akt zawiera zmiany wprowadzone przez ustawy o pomocy obywatelom Ukrainy, o zmianie ustawy o samorządzie gminnym, o zasadach realizacji zadań finansowanych ze środków europejskich, o zmianie niektórych ustaw w zakresie sposobu finansowania programów mieszkaniowych oraz zmiany wynikające z przepisów ogłoszonych przed dniem 3 listopada 2022 r. 
    Główne zmiany dotyczą: sposobu finansowania programów mieszkaniowych, sposobu finansowania zadań finansowanych ze środków europejskich, wprowadzenia zasad tworzenia i działania młodzieżowych rad gmin, wprowadzenia gminnych rad seniorów, wprowadzenia zasad przeprowadzania konsultacji z mieszkańcami i budżetu obywatelskiego, wprowadzenia przepisów dotyczących strategii rozwoju gminy oraz strategii rozwoju ponadlokalnego, wprowadzenia przepisów dotyczących wspólnej obsługi jednostek organizacyjnych gminy, wprowadzenia obowiązku składania oświadczeń majątkowych przez radnych i wójta.
    Akt prawny określa strukturę organów gminy, ich uprawnienia i zakres działań, określa także sposób tworzenia i działania jednostek pomocniczych oraz związki i porozumienia międzygminne. 
    Akt reguluje również kwestie nadzoru nad działalnością gminy. 
"
DU/2023/41,Obwieszczenie Marszałka Sejmu Rzeczypospolitej Polskiej z dnia 14 grudnia 2022 r. w sprawie ogłoszenia jednolitego tekstu ustawy o wykonywaniu Umowy między Rządem Rzeczypospolitej Polskiej a Rządem Stanów Zjednoczonych Ameryki w sprawie poprawy wypełniania międzynarodowych obowiązków podatkowych oraz wdrożenia ustawodawstwa FATCA,"Ustawa określa obowiązki polskich instytucji finansowych w zakresie identyfikowania amerykańskich rachunków i przekazywania informacji o nich do organów podatkowych. Obowiązek ten wynika z umowy podpisanej z USA o poprawie wypełniania międzynarodowych obowiązków podatkowych. Ustawa określa również procedury weryfikacji i kontroli tych instytucji przez organy polskie. W celu wykonywania obowiązków z umowy, dane podlegają ochronie tajemnicy skarbowej. Ustawa wprowadza również przepisy przejściowe dotyczące rachunków otwartych przed jej wejściem w życie.
"
DU/2023/43,Rozporządzenie Ministra Infrastruktury z dnia 23 grudnia 2022 r. zmieniające rozporządzenie w sprawie warunków eksploatacji lotnisk,"Rozporządzenie wprowadza zmiany dotyczące eksploatacji lotnisk, w szczególności systemu zarządzania bezpieczeństwem (SMS). SMS musi spełniać wymagania Konwencji Chicagowskiej i obejmować m.in. politykę bezpieczeństwa, zarządzanie ryzykiem, zapewnianie bezpieczeństwa i promowanie bezpieczeństwa.  Rozporządzenie wprowadza również nowe obowiązki dla zarządzających lotniskami, dotyczące m.in. ruchu pojazdów i osób na lotnisku, prac planowych, przeciwdziałania zagrożeniom ze strony zwierząt, usuwania statków powietrznych unieruchomionych w PRN oraz kontroli dostępu do PRN.  Lotniska mają 12 miesięcy na dostosowanie się do nowych przepisów. 
"
DU/2023/44,Rozporządzenie Ministra Obrony Narodowej z dnia 22 grudnia 2022 r. zmieniające rozporządzenie w sprawie oddelegowania żołnierza zawodowego wyznaczonego na stanowisko służbowe w Służbie Kontrwywiadu Wojskowego do wykonywania zadań służbowych poza Służbą Kontrwywiadu Wojskowego,"Rozporządzenie zmienia sposób naliczania uposażenia żołnierzy SKW oddelegowanych do służby poza granicami państwa. Od teraz uposażenie będzie naliczane zgodnie z ustawą o obronie Ojczyzny, a nie z ustawą o służbie wojskowej żołnierzy zawodowych. Dodatkowo rozporządzenie wprowadza przepisy dotyczące uprawnień i obowiązków żołnierzy SKW pełniących służbę poza granicami państwa, które będą zgodne z ustawą o obronie Ojczyzny. Do czasu wprowadzenia nowych przepisów, obowiązują przepisy dotyczące żołnierzy zawodowych.  
"
DU/2023/46,Obwieszczenie Marszałka Sejmu Rzeczypospolitej Polskiej z dnia 28 października 2022 r. w sprawie ogłoszenia jednolitego tekstu ustawy o pracowniczych planach kapitałowych,"Pracownicze Plany Kapitałowe (PPK) to dobrowolny system oszczędzania na emeryturę. Podmiot zatrudniający i pracownik wpłacają składki, które są inwestowane w fundusze zdefiniowanej daty, zarządzane przez instytucje finansowe, takie jak fundusze inwestycyjne, fundusze emerytalne lub zakłady ubezpieczeń. Fundusze zdefiniowanej daty inwestują w akcje i obligacje, a ich polityka inwestycyjna jest dostosowywana do wieku uczestnika, aby zmniejszyć ryzyko inwestycyjne w miarę zbliżania się do emerytury.  Uczestnik PPK może wypłacić zgromadzone środki po osiągnięciu 60 roku życia, ale może też je wypłacić wcześniej w określonych przypadkach, np. w celu pokrycia wkładu własnego przy zakupie nieruchomości lub w przypadku poważnego zachorowania. 
"
DU/2023/47,Obwieszczenie Marszałka Sejmu Rzeczypospolitej Polskiej z dnia 14 grudnia 2022 r. w sprawie ogłoszenia jednolitego tekstu ustawy o stosunku Państwa do Kościoła Starokatolickiego Mariawitów w Rzeczypospolitej Polskiej,"Ustawa określa stosunek Państwa do Kościoła Starokatolickiego Mariawitów i reguluje jego status prawny i majątkowy. Kościół ma prawo do swobodnego zarządzania swoimi sprawami, w tym prowadzenia kultu religijnego, nauczania religii, zakładania szkół i innych instytucji, a także zbierania ofiar. Kościelne osoby prawne są zwolnione od niektórych podatków i opłat, a ich nieruchomości mogą być przekazywane w użytkowanie wieczyste lub sprzedawane.  Ustawa również reguluje kwestie związane z własnością Kościoła, zapewniając mu prawo do nabywania i zbywania mienia ruchomego i nieruchomego. 
"
DU/2023/48,"Rozporządzenie Ministra Obrony Narodowej z dnia 28 grudnia 2022 r. w sprawie urlopów żołnierzy zawodowych w razie ogłoszenia mobilizacji, ogłoszenia stanu wojennego i w czasie wojny","Rozporządzenie określa warunki i tryb udzielania oraz odwoływania urlopów żołnierzom zawodowym podczas mobilizacji, stanu wojennego i wojny. Żołnierz może wystąpić o urlop okolicznościowy, zdrowotny lub nagrodowy, ale udzielenie go zależy od gotowości bojowej jednostki. Urlop okolicznościowy wymaga dodatkowego udokumentowania, a urlop zdrowotny jest przyznawany przez wojskową komisję lekarską. Odwołanie z urlopu jest możliwe ze względu na potrzeby bojowe, a żołnierzowi może przysługiwać ponownie urlop po ustaniu przyczyny odwołania. 
"
DU/2023/91,Obwieszczenie Marszałka Sejmu Rzeczypospolitej Polskiej z dnia 14 grudnia 2022 r. w sprawie ogłoszenia jednolitego tekstu ustawy o specjalnych strefach ekonomicznych,"Ustawa określa zasady i tryb ustanawiania specjalnych stref ekonomicznych w Polsce. Rada Ministrów ustanawia strefy, które mają na celu przyspieszenie rozwoju gospodarczego. Strefa może być ustanowiona tylko na gruntach należących do zarządzającego, Skarbu Państwa, jednostek samorządu terytorialnego lub innych podmiotów za ich zgodą. Zarządzający może być spółką akcyjną lub spółką z ograniczoną odpowiedzialnością, w której Skarb Państwa lub samorząd województwa posiada większość głosów. Przedsiębiorcy prowadzący działalność gospodarczą na terenie strefy są zwolnieni od podatku dochodowego, co stanowi pomoc publiczną. Pomoc publiczna podlega zwrotowi w przypadku cofnięcia zezwolenia na prowadzenie działalności gospodarczej. 
"
MP/2023/565,Obwieszczenie Ministra Sprawiedliwości z dnia 25 maja 2023 r. o wolnych stanowiskach sędziowskich,"Obwieszczenie Ministra Sprawiedliwości informuje o dwóch wolnych stanowiskach sędziowskich w sądach wojskowych: w Wojskowym Sądzie Garnizonowym w Gdyni i Wojskowym Sądzie Garnizonowym we Wrocławiu. Wolne są stanowiska sędziów wojskowych sądów garnizonowych. Obwieszczenie opiera się na ustawach o ustroju sądów wojskowych i powszechnych. 
"
MP/2023/566,Postanowienie Prezydenta Rzeczypospolitej Polskiej z dnia 27 kwietnia 2023 r. nr 110.36.2023 w sprawie odwołania Ambasadora Rzeczypospolitej Polskiej,"Prezydent RP odwołuje Krzysztofa Dębnickiego ze stanowiska ambasadora RP w Malezji na mocy art. 133 ust. 1 pkt 2 Konstytucji RP. Odwołanie wchodzi w życie z dniem 31 maja 2023 r. Prezes Rady Ministrów wyraża zgodę na odwołanie. 
"
DU/2023/2297,Rozporządzenie Ministra Klimatu i Środowiska z dnia 9 października 2023 r. w sprawie specjalnego obszaru ochrony siedlisk Puszcza Białowieska (PLC200004),"Rozporządzenie wyznacza specjalny obszar ochrony siedlisk Puszcza Białowieska o powierzchni 63 147,60 ha, położony w województwie podlaskim. Celem ochrony są siedliska przyrodnicze, populacje zagrożonych gatunków roślin i zwierząt (z wyłączeniem ptaków). Rozporządzenie określa listę chronionych siedlisk, gatunków roślin i zwierząt innych niż ptaki.  Akt prawny wchodzi w życie po 14 dniach od dnia ogłoszenia. 
"
DU/2023/50,Obwieszczenie Ministra Spraw Wewnętrznych i Administracji z dnia 30 listopada 2022 r. w sprawie ogłoszenia jednolitego tekstu rozporządzenia Ministra Spraw Wewnętrznych i Administracji w sprawie katalogu incydentów o charakterze terrorystycznym,"Rozporządzenie określa katalog incydentów o charakterze terrorystycznym, który obejmuje szeroki zakres zagrożeń, od aktów przemocy i sabotażu po działalność w sieci i finansowanie terroryzmu. Katalog zawiera 15 kategorii, w tym zagrożenia dla bezpieczeństwa Polski, placówek zagranicznych, Sił Zbrojnych, infrastruktury krytycznej, ruchu granicznego i mediów. Katalog ma na celu zapewnienie skutecznego reagowania na zagrożenia terrorystyczne i koordynację działań służb bezpieczeństwa. 
"
DU/2023/51,Obwieszczenie Marszałka Sejmu Rzeczypospolitej Polskiej z dnia 16 listopada 2022 r. w sprawie ogłoszenia jednolitego tekstu ustawy o stosunku Państwa do Kościoła Polskokatolickiego w Rzeczypospolitej Polskiej,"Ustawa określa relacje między Polską a Kościołem Polskokatolickim. Kościół jest samodzielny i niezależny od innych władz, ale pozostaje w jedności wiary i moralności z Polskim Narodowym Kościołem Katolickim w USA i Kanadzie. Kościół posiada osobowość prawną i może zakładać szkoły, seminaria i organizacje, a także emitować programy w mediach publicznych. Kościół jest zwolniony z niektórych podatków i może zbierać ofiary. Ustawa zawiera również przepisy dotyczące przekazywania nieruchomości na rzecz Kościoła. 
"
DU/2023/52,Rozporządzenie Ministra Sprawiedliwości z dnia 28 grudnia 2022 r. zmieniające rozporządzenie w sprawie przeprowadzania konkursu na stanowisko asystenta prokuratora,"Rozporządzenie zmieniające rozporządzenie w sprawie przeprowadzania konkursu na stanowisko asystenta prokuratora dodaje nową możliwość wglądu w materiały konkursowe.  Kandydaci, po okazaniu dokumentu tożsamości, mogą zapoznać się z treścią pracy konkursowej i protokołem przebiegu konkursu w siedzibie prokuratury. Zmiany dotyczą również konkursów ogłoszonych, ale nierozstrzygniętych przed wejściem w życie niniejszego rozporządzenia.  Rozporządzenie wchodzi w życie po 14 dniach od daty ogłoszenia. 
"
DU/2023/53,Obwieszczenie Prezesa Rady Ministrów z dnia 28 grudnia 2022 r. w sprawie ogłoszenia jednolitego tekstu rozporządzenia Rady Ministrów w sprawie ustanowienia Pełnomocnika Rządu do spraw transformacji spółek energetycznych i górnictwa węglowego,"Rozporządzenie ustanawia Pełnomocnika Rządu do spraw transformacji spółek energetycznych i górnictwa węglowego, którym jest sekretarz stanu lub podsekretarz stanu w Ministerstwie Aktywów Państwowych. Do zadań Pełnomocnika należy przygotowanie i realizacja koncepcji transformacji oraz inicjowanie, koordynowanie i monitorowanie działań wynikających z tej koncepcji. Pełnomocnik może opiniować projekty dokumentów rządowych, współpracować z organami administracji rządowej i samorządu terytorialnego oraz wnosić projekty aktów prawnych do Rady Ministrów. 
"
DU/2023/54,"Obwieszczenie Prezesa Rady Ministrów z dnia 22 grudnia 2022 r. w sprawie ogłoszenia jednolitego tekstu rozporządzenia Prezesa Rady Ministrów w sprawie szczegółowego wykazu świadczeń dodatkowych, które mogą być przyznane osobom kierującym niektórymi podmiotami prawnymi, oraz trybu ich przyznawania","Akt prawny określa szczegółowy wykaz świadczeń dodatkowych dla osób kierujących podmiotami prawnymi, jak np. nagrody jubileuszowe, odprawy pieniężne czy zwrot kosztów użytkowania lokali.  Wysokość świadczeń jest ograniczona do 25% wynagrodzenia, a ich przyznawanie zależy od rodzaju podmiotu i stanowiska osoby kierującej.  Dodatkowo, ustawa wprowadza nowy dodatek dla osób zarządzających projektami, przyznawany na czas zwiększenia zakresu wykonywanych zadań.  
"
DU/2023/55,Obwieszczenie Ministra Finansów z dnia 24 listopada 2022 r. w sprawie ogłoszenia jednolitego tekstu rozporządzenia Ministra Finansów w sprawie wzorów dokumentów związanych z rejestracją w zakresie podatku od towarów i usług,"Rozporządzenie określa wzory dokumentów związanych z rejestracją w zakresie podatku od towarów i usług (VAT). Ustala wzory zgłoszenia rejestracyjnego, potwierdzenia zarejestrowania i zgłoszenia o zaprzestaniu wykonywania czynności podlegających opodatkowaniu VAT.  W załącznikach zawarte są wzory dokumentów, w tym formularz VAT-R do rejestracji podmiotu jako podatnika VAT, formularz VAT-Z do zgłoszenia zaprzestania wykonywania czynności podlegających opodatkowaniu VAT oraz formularze VAT-5 i VAT-5UE do potwierdzenia zarejestrowania jako podatnik VAT lub podatnik VAT UE.
"
DU/2023/42,Rozporządzenie Ministra Infrastruktury z dnia 23 grudnia 2022 r. zmieniające rozporządzenie w sprawie klasyfikacji lotnisk i rejestru lotnisk,"Rozporządzenie wprowadza zmiany w klasyfikacji lotnisk i rejestrze lotnisk. Dodaje nową definicję lotniska użytku publicznego, wprowadza nowe wymagania dotyczące dokumentacji rejestru lotnisk i aktualizacji danych, a także zmienia sposób zarządzania informacjami o przeszkodach lotniczych. Dodaje też obowiązek przekazywania przez zarządzającego lotniskiem aktualnych informacji o nieruchomościach w granicach lotniska i części lotniczej lotniska.  Zmiany te mają na celu zapewnienie bezpieczeństwa operacji lotniczych i spójności z unijnymi regulacjami.
"
DU/2023/2289,Rozporządzenie Ministra Rolnictwa i Rozwoju Wsi z dnia 16 października 2023 r. w sprawie szczegółowego trybu przyznawania i wypłaty pomocy finansowej na realizację operacji w ramach Priorytetów 1-4 objętych programem Fundusze Europejskie dla Rybactwa na lata 2021-2027,"Rozporządzenie określa szczegółowy tryb przyznawania i wypłaty pomocy finansowej na realizację operacji w ramach Priorytetów 1-4 programu Fundusze Europejskie dla Rybactwa na lata 2021-2027. Określa ono m.in. tryb składania wniosków o dofinansowanie, oceny i terminy rozpatrywania wniosków, zawierania umów o dofinansowanie, składania wniosków o płatność oraz oceny i terminy rozpatrywania wniosków o płatność. Rozporządzenie zawiera również szczegółowe przepisy dotyczące oceny operacji, przyznawania punktów, ustalania kolejności rozpatrywania wniosków, zmiany wniosków o dofinansowanie, wyczerpania limitu środków finansowych, wzywania do uzupełnienia wniosków i składania wyjaśnień, zawierania umowy o dofinansowanie,  zabezpieczenia należytego wykonania zobowiązań,  terminów realizacji operacji, składania wniosków o płatność, wypłaty pomocy i następstwa prawnego wnioskodawcy/beneficjenta.
"
MP/2023/568,Postanowienie Prezydenta Rzeczypospolitej Polskiej z dnia 27 kwietnia 2023 r. nr 110.38.2023 w sprawie odwołania Ambasadora Rzeczypospolitej Polskiej,"Prezydent RP odwołuje ambasadora Rzeczypospolitej Polskiej w Republice Filipin, Krzysztofa Dębnickiego, ze stanowiska z dniem 31 maja 2023 r. Odwołanie odbywa się na mocy art. 133 ust. 1 pkt 2 Konstytucji RP. Akt prawny został podpisany przez Prezydenta RP Andrzeja Dudę i Prezesa Rady Ministrów Mateusza Morawieckiego. 
"
DU/2023/58,Obwieszczenie Ministra Finansów z dnia 15 grudnia 2022 r. w sprawie ogłoszenia jednolitego tekstu rozporządzenia Ministra Finansów w sprawie szczegółowego sposobu klasyfikacji tytułów dłużnych zaliczanych do państwowego długu publicznego,"Rozporządzenie określa szczegółowy sposób klasyfikacji tytułów dłużnych zaliczanych do państwowego długu publicznego.  Podział obejmuje rodzaje zobowiązań, podział na dług krajowy i zagraniczny, oraz kryteria okresu zapadalności i rodzaju wierzyciela.  Tytuły dłużne klasyfikuje się ze względu na przedmiot i okresy zapadalności, a także rodzaj wierzyciela.  Dług krajowy obejmuje zadłużenie wobec rezydentów, a dług zagraniczny wobec nierezydentów.  Rozporządzenie wchodzi w życie z dniem 1 stycznia 2012 r.
"
DU/2023/59,Rozporządzenie Ministra Funduszy i Polityki Regionalnej z dnia 5 stycznia 2023 r. zmieniające rozporządzenie w sprawie udzielania pomocy z instrumentów finansowych oraz ze środków instrumentów inżynierii finansowej podlegających ponownemu wykorzystaniu w celu wspierania polskiej gospodarki w związku z agresją Federacji Rosyjskiej wobec Ukrainy,"Rozporządzenie wprowadza zmiany w zakresie udzielania pomocy z instrumentów finansowych. Wprowadzono zakaz udzielania pomocy przedsiębiorcom objętym sankcjami, a także zmieniono zasady naliczania oprocentowania pożyczek. Dodatkowo, rozporządzenie przedłuża termin udzielania pomocy do końca 2023 roku. Zmiany te mają na celu wsparcie polskiej gospodarki w związku z agresją Rosji na Ukrainę. 
"
